CASE_ID,CASE_TYPE,CASE_OPEN_DATE,CASE_CLOSED_DATE,CASE_REOPEN_DATE,DISAB_FLG
SD47896293,Emp and Assistance,1995-02-06,1999-09-17,1999-04-09,N
SD47603606,Emp and Assistance,2002-02-12,2014-03-19,2010-01-25,Y
SD48289359,Emp and Assistance,2000-11-16,2017-10-21,2017-07-10,Y
SD48756223,Emp and Assistance,1993-03-12,2023-08-18,2018-04-17,N
SD48804009,Emp and Assistance,1991-06-21,1996-10-01,1996-01-18,N
SD49000481,Emp and Assistance,1993-09-13,2000-05-26,1994-10-18,N
SD47169657,Emp and Assistance,2001-01-18,2022-09-02,2019-07-05,N
SD48397998,Emp and Assistance,2011-04-13,2021-07-29,2015-10-09,Y
SD545292016,Emp and Assistance,2015-06-19,2023-03-13,2022-02-01,N
SD48573974,Emp and Assistance,1997-12-09,2017-08-15,2013-02-18,N
SD48898948,Emp and Assistance,2000-04-26,2002-05-13,2000-05-09,N
SD47159620,Emp and Assistance,2009-05-05,2023-02-07,2022-06-13,N
SD47698306,Emp and Assistance,1991-10-04,2020-12-01,1997-04-25,Y
SD47395254,Emp and Assistance,1997-12-10,2004-06-04,2002-08-01,N
SD48973032,Emp and Assistance,1998-11-17,2003-09-12,2002-03-18,N
SD48011158,Emp and Assistance,2009-02-03,2021-05-15,2020-03-31,N
SD48969193,Emp and Assistance,2008-07-24,2012-12-21,2012-04-13,N
SD283818706,Emp and Assistance,2013-12-04,2023-03-14,2017-10-24,Y
SD47305521,Emp and Assistance,1996-06-12,2003-06-18,2003-01-27,N
SD47378405,Emp and Assistance,1997-04-03,2009-04-28,2005-04-26,Y
SD47079299,Emp and Assistance,1997-11-14,2022-06-17,2021-10-06,N
SD47161926,Emp and Assistance,1999-06-15,2007-02-16,2003-05-05,N
SD48899100,Emp and Assistance,1992-05-25,2005-05-14,2005-05-14,N
SD48185267,Emp and Assistance,2009-06-29,2020-08-25,2020-08-25,N
SD373119173,Bus Pass,2014-06-11,2023-03-24,2023-03-24,N
SD47724418,Emp and Assistance,2002-09-24,2022-10-04,2015-11-30,N
SD48774285,Emp and Assistance,1996-03-05,2023-08-04,2008-12-05,Y
SD47492536,Emp and Assistance,2012-01-25,2020-03-26,2014-05-15,Y
SD47441434,Emp and Assistance,1999-07-22,1999-08-23,1999-08-16,N
SD804762166,Emp and Assistance,2017-02-23,2023-03-22,2019-06-14,N
SD1179584175,Emp and Assistance,2019-09-25,2023-08-18,2020-12-01,N
SD47370956,Emp and Assistance,1998-11-09,2016-01-19,2016-01-05,N
SD47511890,Emp and Assistance,2005-06-03,2013-11-05,2012-09-07,Y
SD48440335,Emp and Assistance,1994-06-03,2012-01-20,2009-11-25,N
SD47512918,Emp and Assistance,2001-09-07,2004-11-03,2002-12-11,N
SD47655411,Emp and Assistance,2010-05-14,2016-06-18,2015-07-10,Y
SD1158068145,Emp and Assistance,2019-07-16,2023-09-15,2021-10-06,N
SD48844366,Emp and Assistance,2011-04-15,2018-10-12,2017-05-09,N
SD47080790,Emp and Assistance,1996-10-28,2009-01-22,2008-12-09,N
SD46967560,Emp and Assistance,2009-10-02,2020-08-07,2018-12-03,N
SD1009065459,Emp and Assistance,2018-07-04,2022-12-17,2022-04-26,N
SD48629184,Emp and Assistance,2009-03-02,2010-06-18,2009-08-05,N
SD47226145,Emp and Assistance,1998-10-30,2004-06-28,2004-06-03,N
SD47622201,Emp and Assistance,1992-11-06,2023-01-13,2021-10-27,N
SD48631065,Emp and Assistance,1995-08-02,2023-04-14,2022-08-31,N
SD1036212254,Emp and Assistance,2018-09-07,2022-10-11,2019-10-11,N
SD826171950,Emp and Assistance,2017-04-12,2020-04-24,2019-09-26,N
SD48921251,Emp and Assistance,2011-07-07,2022-06-17,2018-05-30,N
SD46967432,Emp and Assistance,2009-10-08,2015-06-20,2015-03-04,N
SD642333807,Emp and Assistance,2016-02-04,2020-08-12,2020-03-23,N
SD48521595,Emp and Assistance,1992-07-10,2022-10-20,2016-06-16,Y
SD47577777,Emp and Assistance,1991-04-29,1999-11-01,1998-04-07,N
SD48075752,Emp and Assistance,2006-03-31,2020-07-09,2011-10-13,Y
SD48117995,Emp and Assistance,2002-05-03,2022-07-15,2021-09-22,N
SD47828261,Emp and Assistance,1999-06-14,2003-12-09,2003-11-05,N
SD48815054,Emp and Assistance,1991-06-03,2012-02-15,2006-09-13,Y
SD48840923,Emp and Assistance,2004-08-05,2021-10-20,2018-12-14,N
SD47985246,Emp and Assistance,2005-10-28,2017-09-08,2015-08-11,N
SD48751146,Emp and Assistance,1992-12-24,2023-09-15,2016-12-21,N
SD47507398,Emp and Assistance,1991-09-24,2019-05-16,2014-12-23,N
SD48077743,Emp and Assistance,1994-08-30,2006-02-03,2005-07-27,N
SD48639099,Emp and Assistance,1993-10-08,2003-08-29,2003-03-25,N
SD47327248,Emp and Assistance,1995-09-05,2017-11-27,1999-10-05,Y
SD49014137,Emp and Assistance,1999-10-01,2015-09-03,2013-10-02,N
SD48630036,Emp and Assistance,2010-01-15,2017-06-17,2017-03-07,N
SD47398449,Emp and Assistance,1997-05-13,2003-03-06,2002-01-29,N
SD47784458,Emp and Assistance,2009-09-30,2022-07-06,2019-02-11,Y
SD48992649,Emp and Assistance,1993-10-08,2006-01-24,2005-08-29,N
SD855165863,Emp and Assistance,2017-06-20,2023-03-17,2019-10-08,N
SD47018323,Emp and Assistance,1999-04-19,2018-02-23,2016-12-08,N
SD48936519,Emp and Assistance,2006-09-13,2023-01-13,2022-05-10,N
SD1114253275,Emp and Assistance,2019-03-06,2023-05-12,2022-08-04,N
SD48742081,Emp and Assistance,2008-07-16,2016-01-15,2013-05-30,N
SD578247061,Emp and Assistance,2015-09-03,2022-05-10,2016-10-25,Y
SD48940538,Emp and Assistance,2010-11-16,2012-08-23,2012-04-19,N
SD46977304,Emp and Assistance,1995-06-01,2011-11-01,2011-09-09,N
SD48735324,Emp and Assistance,2011-12-10,2022-07-11,2019-06-27,N
SD48362802,Emp and Assistance,1994-05-24,2020-05-07,1995-10-12,Y
SD47690556,Emp and Assistance,1994-07-13,1999-04-21,1998-12-15,N
SD47067525,Emp and Assistance,2002-12-10,2022-11-18,2021-04-13,N
SD47152152,Emp and Assistance,1995-11-30,2021-03-20,2020-12-17,N
SD47653314,Emp and Assistance,2011-03-25,2018-07-27,2018-07-27,Y
SD47188154,Emp and Assistance,1991-06-06,2004-04-07,2004-01-28,Y
SD816068100,Emp and Assistance,2017-03-21,2023-01-13,2017-12-22,N
SD47813944,Emp and Assistance,1992-03-30,2015-10-17,2015-01-30,N
SD47124576,Emp and Assistance,2010-03-12,2011-05-06,2010-09-14,N
SD312741263,Emp and Assistance,2014-02-05,2022-10-21,2017-12-14,N
SD47548086,Emp and Assistance,2006-07-13,2019-08-28,2011-03-28,Y
SD47929946,Emp and Assistance,2002-05-01,2009-10-07,2009-02-10,N
SD47514442,Emp and Assistance,2003-09-29,2004-05-18,2004-02-09,N
SD160204549,Emp and Assistance,2013-03-01,2022-08-16,2018-10-03,Y
SD48979171,Emp and Assistance,1994-05-04,2021-06-14,2008-02-28,Y
SD48224898,Emp and Assistance,2001-04-11,2010-05-04,2009-12-01,N
SD633041183,Emp and Assistance,2016-01-14,2022-09-16,2021-12-23,N
SD47820427,Emp and Assistance,1991-04-29,2022-12-17,2015-02-03,Y
SD48328370,Emp and Assistance,2009-04-17,2009-12-11,2009-12-11,N
SD47538426,Emp and Assistance,1993-07-15,2013-07-15,2011-04-05,N
SD47072541,Emp and Assistance,1995-09-11,2023-02-11,2014-09-03,N
SD181329219,Emp and Assistance,2013-04-18,2018-11-29,2018-02-27,N
SD652650621,Emp and Assistance,2016-02-29,2023-04-27,2017-01-27,N
SD47542465,Emp and Assistance,2004-08-27,2019-11-26,2006-06-15,Y
SD47593528,Emp and Assistance,2007-11-29,2015-09-03,2015-08-18,Y
SD622104258,Emp and Assistance,2015-12-16,2019-09-05,2019-05-16,N
SD47173792,Emp and Assistance,1998-09-22,2005-11-10,2005-07-21,N
SD1162857580,Emp and Assistance,2019-07-31,2022-05-19,2020-02-14,N
SD47338628,Emp and Assistance,2001-11-29,2004-04-13,2001-12-20,N
SD48075920,Emp and Assistance,2006-03-10,2023-01-27,2018-03-29,Y
SD47046165,Emp and Assistance,1999-10-07,2022-11-18,2020-04-20,N
SD47674292,Emp and Assistance,1999-12-13,2019-05-16,2018-02-09,Y
SD47144570,Emp and Assistance,1996-12-05,2019-05-18,2018-11-01,N
SD47007433,Emp and Assistance,1991-02-01,2012-11-14,2002-11-29,Y
SD809973184,Emp and Assistance,2017-03-07,2023-06-16,2019-01-03,N
SD48312997,Emp and Assistance,1994-01-04,2021-02-10,2009-07-13,N
SD1330686699,Emp and Assistance,2022-02-10,2022-11-09,2022-08-04,N
SD48248785,Emp and Assistance,1992-01-27,2017-03-08,2017-01-06,N
SD48240332,Emp and Assistance,2004-02-03,2023-07-11,2016-12-01,Y
SD48936673,Emp and Assistance,2006-09-06,2010-05-13,2009-02-05,N
SD1229707702,Emp and Assistance,2020-02-19,2023-08-18,2022-04-29,N
SD48104375,Emp and Assistance,1991-08-13,2023-08-18,2023-05-04,N
SD47242404,Emp and Assistance,1996-08-29,2006-03-29,2005-12-13,N
SD335502817,Emp and Assistance,2014-03-26,2018-06-13,2017-02-01,N
SD48746399,Emp and Assistance,1991-08-20,2012-11-17,2011-08-29,Y
SD47632248,Emp and Assistance,1993-03-17,2006-11-28,2006-10-26,N
SD811743065,Emp and Assistance,2017-03-10,2023-06-16,2021-07-13,N
SD190185783,Emp and Assistance,2013-05-07,2022-11-09,2014-09-02,Y
SD48901906,Emp and Assistance,1991-11-13,2012-01-20,2011-10-04,Y
SD47425445,Emp and Assistance,1996-12-30,2001-05-02,2000-11-07,N
SD1101976482,Emp and Assistance,2019-02-04,2022-08-19,2021-02-23,N
SD866457743,Emp and Assistance,2017-07-18,2018-10-29,2017-10-31,N
SD1351115691,Emp and Assistance,2022-09-16,2023-06-13,2023-03-28,N
SD48288071,Emp and Assistance,1991-05-15,2019-03-06,2012-06-28,Y
SD48076934,Emp and Assistance,2003-03-05,2020-07-20,2012-05-01,Y
SD48082339,Emp and Assistance,1993-12-08,2022-09-15,2006-08-17,Y
SD47272527,Emp and Assistance,1992-09-11,2002-08-23,2002-02-07,N
SD48147621,Emp and Assistance,1991-04-22,2001-01-02,1999-10-28,N
SD441770036,Emp and Assistance,2014-11-13,2023-04-14,2020-03-20,N
SD47959237,Emp and Assistance,1992-01-28,2020-04-29,2017-09-28,Y
SD47621795,Emp and Assistance,2008-04-11,2009-03-03,2008-07-29,N
SD47155818,Emp and Assistance,1992-04-10,2008-10-29,2007-05-03,Y
SD47263911,Emp and Assistance,1992-12-07,2017-07-12,1998-11-03,Y
SD48276355,Emp and Assistance,2011-02-11,2012-01-20,2011-10-18,N
SD1324188048,Emp and Assistance,2021-11-26,2022-05-12,2021-11-26,Y
SD578247004,Emp and Assistance,2015-09-03,2023-03-17,2022-12-23,N
SD776034567,Emp and Assistance,2016-12-14,2023-07-14,2022-03-02,N
SD743109677,Emp and Assistance,2016-09-28,2023-04-14,2018-09-28,N
SD48741723,Emp and Assistance,1999-04-15,2010-12-09,2010-09-03,N
SD48545876,Emp and Assistance,1992-08-21,2018-12-13,2017-03-29,N
SD48865418,Emp and Assistance,1991-10-02,2003-07-22,2003-05-30,N
SD1032324673,Emp and Assistance,2018-08-28,2023-01-13,2021-03-11,N
SD47660268,Emp and Assistance,1993-02-02,2023-01-11,2008-08-25,Y
SD48936602,Emp and Assistance,2006-08-31,2017-09-29,2017-04-25,N
SD48838067,Emp and Assistance,1995-10-06,2016-04-16,2015-12-22,N
SD1309370001,Emp and Assistance,2021-05-20,2023-04-14,2022-08-16,N
SD47418105,Emp and Assistance,1997-05-15,2022-03-18,2019-10-22,N
SD47183358,Emp and Assistance,1996-04-10,2022-11-15,2008-02-19,Y
SD47403153,Emp and Assistance,1991-05-13,2000-03-14,1999-04-19,N
SD47153983,Emp and Assistance,1993-11-05,2023-06-08,2022-03-02,N
SD795506833,Emp and Assistance,2017-02-01,2022-12-17,2020-03-01,N
SD48657555,Emp and Assistance,2005-03-21,2021-07-17,2020-10-02,N
SD509405065,Emp and Assistance,2015-04-01,2016-05-10,2015-11-19,N
SD48919727,Emp and Assistance,2007-11-06,2022-03-03,2016-08-18,Y
SD730758898,Emp and Assistance,2016-08-29,2023-07-14,2016-12-20,N
SD1343566834,Emp and Assistance,2022-06-23,2023-01-13,2022-09-14,N
SD466802288,Emp and Assistance,2015-01-07,2021-05-14,2020-04-23,Y
SD781501438,Emp and Assistance,2016-12-30,2023-07-10,2022-06-08,Y
SD48289224,Emp and Assistance,2000-11-21,2009-02-24,2007-11-29,Y
SD48456141,Emp and Assistance,2008-03-14,2013-04-20,2013-01-11,Y
SD48681812,Emp and Assistance,2002-05-15,2022-05-16,2012-12-12,Y
SD48503886,Emp and Assistance,2007-01-18,2022-02-12,2020-05-13,N
SD47866047,Emp and Assistance,1992-01-06,2018-07-21,2018-03-01,N
SD48232441,Emp and Assistance,1993-09-27,2002-05-13,1999-04-08,N
SD48516283,Emp and Assistance,1998-10-05,2013-09-19,2012-10-26,N
SD687285357,Emp and Assistance,2016-05-17,2022-08-09,2021-12-14,N
SD48659314,Emp and Assistance,1991-08-01,2014-02-25,2011-11-04,N
SD47305606,Emp and Assistance,1996-06-18,2005-08-05,2001-07-31,N
SD595240049,Emp and Assistance,2015-10-15,2020-09-19,2020-06-01,N
SD48095610,Emp and Assistance,2000-10-03,2010-09-17,2010-01-04,N
SD1302482087,Emp and Assistance,2021-02-23,2022-12-17,2021-09-27,N
SD48962551,Emp and Assistance,1995-05-17,2018-06-20,2008-12-22,Y
SD47759117,Emp and Assistance,1993-10-04,2014-03-07,2014-02-24,Y
SD1231721288,Emp and Assistance,2020-02-25,2023-05-12,2022-05-04,N
SD48131958,Emp and Assistance,1992-09-02,2017-04-10,2017-03-06,N
SD49016868,Emp and Assistance,2002-02-25,2021-01-16,2019-07-12,N
SD57630961,Emp and Assistance,2012-07-23,2022-07-15,2022-04-26,N
SD155915129,Emp and Assistance,2013-02-21,2023-08-01,2016-01-27,N
SD954683580,Emp and Assistance,2018-02-23,2022-12-17,2020-01-16,Y
SD326847370,Emp and Assistance,2014-03-07,2015-10-26,2014-12-30,N
SD47947581,Emp and Assistance,1997-01-15,2007-01-11,2007-01-09,N
SD47814077,Emp and Assistance,1992-01-10,2022-04-27,1993-05-19,Y
SD525001507,Emp and Assistance,2015-05-06,2023-08-04,2016-03-01,Y
SD941357473,Emp and Assistance,2018-01-24,2022-10-21,2022-03-02,N
SD48628103,Emp and Assistance,1992-02-14,2012-07-19,2012-04-17,N
SD47244087,Emp and Assistance,1994-02-01,2022-06-08,2004-08-10,Y
SD48327963,Emp and Assistance,2008-12-22,2009-10-06,2009-03-16,N
SD522110485,Emp and Assistance,2015-04-30,2016-11-19,2015-09-28,N
SD47858108,Emp and Assistance,2011-04-18,2022-09-16,2021-12-16,N
SD1275553686,Emp and Assistance,2020-06-25,2022-03-18,2021-04-27,N
SD1203262773,Emp and Assistance,2019-12-03,2021-05-11,2021-02-05,N
SD48080905,Emp and Assistance,2007-06-06,2013-01-18,2012-10-02,Y
SD47888796,Emp and Assistance,1992-01-31,2013-09-05,2013-03-01,N
SD418687070,Emp and Assistance,2014-09-24,2017-04-04,2015-05-04,N
SD47538643,Emp and Assistance,1993-01-29,1998-12-31,1993-11-01,N
SD48579677,Emp and Assistance,1993-02-03,2020-05-27,2020-03-09,N
SD48872969,Emp and Assistance,2011-09-20,2023-06-16,2022-09-06,N
SD48297829,Emp and Assistance,1991-12-12,2017-04-22,2016-03-29,N
SD48968381,Emp and Assistance,2012-06-18,2014-10-17,2013-08-08,N
SD47272519,Emp and Assistance,1991-07-29,2000-07-10,1999-05-07,Y
SD47939206,Emp and Assistance,2003-04-11,2009-05-25,2009-04-28,N
SD47021561,Emp and Assistance,1998-06-17,2002-10-21,2001-05-29,N
SD48606058,Emp and Assistance,1994-07-26,2004-07-23,2002-06-25,N
SD46976093,Emp and Assistance,1995-11-03,2001-10-18,1998-05-28,N
SD47544731,Emp and Assistance,2000-06-15,2015-08-22,2015-05-06,N
SD48778848,Emp and Assistance,1992-02-13,2019-06-03,2010-10-12,Y
SD417413882,Emp and Assistance,2014-09-22,2022-11-15,2019-03-05,Y
SD47461241,Emp and Assistance,2009-11-13,2022-04-21,2011-07-12,Y
SD322228242,Emp and Assistance,2014-02-26,2019-09-21,2019-04-08,N
SD48277596,Emp and Assistance,2008-10-28,2023-06-16,2023-03-10,N
SD47061768,Emp and Assistance,2009-04-22,2009-12-10,2009-04-28,N
SD701144823,Emp and Assistance,2016-06-15,2016-06-15,2016-06-15,N
SD47759463,Emp and Assistance,1991-05-02,2002-06-26,2000-02-11,Y
SD48903251,Emp and Assistance,1992-02-21,1999-03-10,1999-01-28,N
SD1031871787,Emp and Assistance,2018-08-27,2023-09-15,2022-10-25,N
SD353759002,Emp and Assistance,2014-05-02,2022-08-15,2022-08-15,N
SD47182889,Emp and Assistance,1996-03-20,2005-02-25,2005-02-01,N
SD156558760,Emp and Assistance,2013-02-22,2014-07-15,2014-06-03,N
SD48689429,Emp and Assistance,2011-09-13,2022-04-22,2019-10-17,N
SD48042258,Emp and Assistance,1998-02-03,2021-09-28,2021-05-14,N
SD48524382,Emp and Assistance,2007-02-06,2011-09-19,2007-07-16,N
SD47835122,Emp and Assistance,1995-09-07,2021-02-13,2010-01-05,N
SD48058148,Emp and Assistance,2000-07-04,2021-03-04,2009-11-20,Y
SD47295231,Emp and Assistance,1992-10-08,2021-08-10,2014-09-09,N
SD47081521,Emp and Assistance,1997-12-19,2006-04-07,2006-02-17,N
SD1170295616,Emp and Assistance,2019-08-27,2022-05-11,2022-03-25,N
SD48635962,Emp and Assistance,2012-05-04,2021-04-15,2015-09-25,Y
SD226046707,Emp and Assistance,2013-07-24,2022-04-22,2020-10-26,N
SD47353977,Emp and Assistance,2001-09-26,2020-11-24,2015-04-01,Y
SD47983385,Emp and Assistance,1993-03-08,1997-03-06,1996-10-07,N
SD48182244,Emp and Assistance,2006-11-24,2022-08-19,2021-08-19,N
SD47194733,Emp and Assistance,2009-11-24,2023-07-28,2021-10-13,Y
SD48223054,Emp and Assistance,2011-03-30,2023-05-12,2020-12-30,N
SD48382790,Emp and Assistance,2003-08-12,2020-10-01,2019-10-25,N
SD947898744,Emp and Assistance,2018-02-06,2023-09-15,2022-03-11,N
SD47279354,Emp and Assistance,1991-06-18,2004-02-20,1999-11-12,N
SD1324188185,Emp and Assistance,2021-11-26,2023-01-13,2022-04-22,N
SD267210077,Bus Pass,2013-10-29,2018-11-26,2017-10-17,Y
SD48353075,Emp and Assistance,1992-05-15,2013-02-06,2006-06-08,Y
SD48224958,Emp and Assistance,2001-04-18,2015-07-25,2009-07-24,N
SD48864416,Emp and Assistance,2005-08-04,2014-01-31,2006-12-12,Y
SD47662322,Emp and Assistance,1994-10-19,2009-07-09,2008-09-19,N
SD1114253564,Emp and Assistance,2019-03-06,2022-08-19,2022-05-12,N
SD1006664961,Emp and Assistance,2018-06-27,2023-03-17,2022-04-13,N
SD47086580,Emp and Assistance,1992-10-01,2020-07-18,2019-09-06,N
SD187711822,Emp and Assistance,2013-05-02,2016-08-19,2013-09-05,N
SD47816894,Emp and Assistance,2008-04-14,2023-04-14,2022-07-14,N
SD48239974,Emp and Assistance,2004-01-20,2020-05-05,2006-11-09,Y
SD47798615,Emp and Assistance,1992-02-05,2013-07-18,2011-05-26,N
SD47208706,Emp and Assistance,1992-05-26,2002-03-04,2001-11-15,N
SD48999727,Emp and Assistance,1991-07-15,2017-05-20,1998-10-30,Y
SD47832878,Emp and Assistance,2008-08-19,2020-09-28,2020-04-06,N
SD48087402,Emp and Assistance,1991-03-08,2022-02-16,2018-09-27,Y
SD49007977,Emp and Assistance,2012-05-10,2017-06-14,2017-02-09,N
SD48607326,Emp and Assistance,1992-05-05,2013-09-25,2011-11-22,N
SD47810291,Emp and Assistance,1998-06-05,2003-01-27,2002-11-21,N
SD47080154,Emp and Assistance,1992-08-20,2005-06-10,2005-05-06,N
SD49062990,Emp and Assistance,1992-02-19,1999-10-22,1999-01-19,Y
SD47208532,Emp and Assistance,1993-11-18,2002-06-19,2002-03-28,N
SD47229633,Emp and Assistance,1992-01-02,2019-10-28,2005-06-10,Y
SD47975554,Emp and Assistance,1991-11-27,2011-07-06,2011-05-20,N
SD48046780,Emp and Assistance,2007-01-05,2018-05-02,2011-05-19,Y
SD47632437,Emp and Assistance,1991-04-18,2015-12-17,2009-02-02,Y
SD902948790,Emp and Assistance,2017-10-19,2022-11-07,2018-08-22,Y
SD866457630,Emp and Assistance,2017-07-18,2023-07-20,2019-12-03,N
SD480625669,Emp and Assistance,2015-01-30,2022-05-06,2021-07-15,N
SD48218060,Emp and Assistance,1994-10-31,1999-09-20,1998-03-02,N
SD48078472,Emp and Assistance,1994-07-21,2007-07-04,2007-03-06,N
SD48576221,Emp and Assistance,1993-09-14,2014-08-22,2006-06-22,Y
SD47212900,Emp and Assistance,2009-07-14,2012-08-24,2012-06-20,N
SD48177281,Emp and Assistance,1992-04-01,2017-05-19,2006-06-29,Y
SD297890317,Emp and Assistance,2014-01-06,2023-07-14,2023-04-12,N
SD48999203,Emp and Assistance,2012-06-14,2023-03-17,2019-10-18,N
SD49061797,Emp and Assistance,1995-04-20,2009-07-02,2009-03-26,N
SD48874267,Emp and Assistance,1994-04-21,2023-03-02,2022-09-27,Y
SD243117584,Emp and Assistance,2013-09-05,2023-01-13,2020-01-30,N
SD46963995,Emp and Assistance,1995-06-22,2005-10-12,2005-04-18,N
SD100165746,Emp and Assistance,2012-10-25,2016-02-04,2015-11-13,N
SD47109218,Emp and Assistance,2001-07-06,2020-07-03,2002-08-22,Y
SD48659361,Emp and Assistance,1991-08-12,2013-07-12,2012-10-11,N
SD47294166,Emp and Assistance,2010-06-28,2017-01-03,2015-04-30,Y
SD48006769,Emp and Assistance,1992-01-13,2022-04-14,2017-10-23,Y
SD1323160503,Emp and Assistance,2021-11-15,2022-12-07,2022-10-25,N
SD47921015,Emp and Assistance,1991-07-18,1998-04-22,1997-12-18,N
SD47862171,Emp and Assistance,1995-01-09,2008-07-15,2008-06-13,N
SD801872056,Emp and Assistance,2017-02-16,2023-01-13,2021-10-05,N
SD47817347,Emp and Assistance,2008-04-30,2017-01-12,2015-02-20,N
SD1086378021,Emp and Assistance,2019-01-09,2023-04-14,2021-05-27,N
SD486712388,Bus Pass,2015-02-12,2022-09-22,2022-09-16,N
SD689166081,Emp and Assistance,2016-05-20,2022-06-17,2022-03-01,N
SD584560031,Emp and Assistance,2015-09-18,2023-04-13,2020-05-22,Y
SD48780267,Emp and Assistance,2011-10-13,2023-09-15,2023-06-29,N
SD46967300,Emp and Assistance,2009-10-01,2020-07-18,2012-11-20,N
SD48018803,Emp and Assistance,1995-03-02,2010-03-25,2010-02-26,N
SD47183363,Emp and Assistance,1996-04-11,2005-10-24,2005-10-24,N
SD47686092,Emp and Assistance,2001-02-21,2011-09-22,2011-07-22,N
SD47339238,Emp and Assistance,2001-12-13,2006-08-18,2006-01-11,N
SD48979515,Emp and Assistance,2000-12-12,2002-03-12,2001-06-07,N
SD48462845,Emp and Assistance,2004-09-17,2023-04-20,2022-02-03,N
SD48006444,Emp and Assistance,1995-03-09,2011-06-22,2011-06-14,N
SD48375536,Emp and Assistance,2005-06-30,2017-08-29,2017-08-24,N
SD1230158597,Emp and Assistance,2020-02-20,2023-09-15,2022-02-14,N
SD48078300,Emp and Assistance,1994-08-08,2021-04-30,1994-08-17,Y
SD47398425,Emp and Assistance,1997-05-05,2008-10-17,2008-09-12,N
SD48888007,Emp and Assistance,2000-10-31,2005-11-08,2005-04-05,N
SD48875887,Emp and Assistance,1995-02-20,2022-12-29,1996-11-08,Y
SD46993559,Emp and Assistance,1998-05-14,2004-09-13,2004-08-23,N
SD48324912,Emp and Assistance,1992-06-08,2004-02-20,1999-07-15,Y
SD47690398,Emp and Assistance,1994-07-08,2016-05-13,2012-03-13,N
SD47547843,Emp and Assistance,2006-07-06,2019-08-02,2015-08-27,Y
SD49011159,Emp and Assistance,1992-04-10,2003-10-28,2002-12-03,N
SD48623243,Emp and Assistance,1988-10-13,2022-10-21,2021-08-19,N
SD449219078,Emp and Assistance,2014-11-25,2015-05-11,2015-01-30,N
SD547556120,Emp and Assistance,2015-06-25,2016-05-16,2016-02-22,N
SD48259783,Emp and Assistance,1992-12-08,2001-10-15,2001-09-17,N
SD48776934,Emp and Assistance,2003-09-18,2021-11-10,2019-01-08,Y
SD49014082,Emp and Assistance,1991-06-11,2012-05-11,2012-01-06,N
SD47978043,Emp and Assistance,1995-01-04,2002-09-10,2002-02-07,Y
SD322227916,Emp and Assistance,2014-02-26,2016-06-18,2015-12-14,N
SD47333195,Emp and Assistance,1991-09-12,2001-07-25,2001-05-30,N
SD48217851,Emp and Assistance,1994-10-24,2009-06-12,2009-02-13,N
